id,business_description,domain_suggestions,business_type,complexity,is_edge_case,num_suggestions,keywords,city,instruction_format,edge_case_category
132,expert consulting firm offering operations services in the shopping district area of Dallas,"['consultingfirmplus.com', 'dallasexpert.com', 'firmoffering.com', 'smartdall.com', 'consultingfirmplace.net', 'plusprof.net', 'consultingfirmpro.com']",consulting_firm,complex,False,7,"['expert', 'consulting', 'firm', 'offering', 'operations', 'services', 'shopping', 'district', 'dallas']",Dallas,"Generate domain name suggestions for the following business:

Business: expert consulting firm offering operations services in the shopping district area of Dallas

Domain suggestions:
- consultingfirmplus.com
- dallasexpert.com
- firmoffering.com
- smartdall.com
- consultingfirmplace.net
- plusprof.net
- consultingfirmpro.com",
504,experienced coffee shop offering cafe services in the old town area of San Antonio,"['sanantoniomorning.com', 'coffeeshoplatte.com', 'lattesanantonio.com', 'sanantoniooffe.net', 'townfy.com', 'topsan.co']",coffee_shop,complex,False,6,"['experienced', 'coffee', 'shop', 'offering', 'cafe', 'services', 'old', 'town', 'san', 'antonio']",San Antonio,"Generate domain name suggestions for the following business:

Business: experienced coffee shop offering cafe services in the old town area of San Antonio

Domain suggestions:
- sanantoniomorning.com
- coffeeshoplatte.com
- lattesanantonio.com
- sanantoniooffe.net
- townfy.com
- topsan.co",
360,convenient tech startup offering cybersecurity services in the shopping district area of Nashville,"['shoppingconvenient.com', 'shoppingtechstartup.com', 'nashvilleinno.com', 'districttechstartup.com', 'dataplatformdistrict.com']",tech_startup,complex,False,5,"['convenient', 'tech', 'startup', 'offering', 'cybersecurity', 'services', 'shopping', 'district', 'nashville']",Nashville,"Generate domain name suggestions for the following business:

Business: convenient tech startup offering cybersecurity services in the shopping district area of Nashville

Domain suggestions:
- shoppingconvenient.com
- shoppingtechstartup.com
- nashvilleinno.com
- districttechstartup.com
- dataplatformdistrict.com",
142,local tech startup offering cloud computing services,"['serviceslocal.com', 'innov.com', 'columbussmart.com', 'localdigi.com', 'solly.com', 'techstartuphub.com']",tech_startup,medium,False,6,"['local', 'tech', 'startup', 'offering', 'cloud', 'computing', 'services']",Columbus,"Generate domain name suggestions for the following business:

Business: local tech startup offering cloud computing services

Domain suggestions:
- serviceslocal.com
- innov.com
- columbussmart.com
- localdigi.com
- solly.com
- techstartuphub.com",
235,landscaping specializing in maintenance,"['maintenancegardenoutdoor.com', 'specializinglandscaping.com', 'gardenlandscape.com', 'nashvillespecializing.com', 'gr33n.com', 'landscapingoutdoor.org']",landscaping,medium,False,6,"['landscaping', 'specializing', 'maintenance']",Nashville,"Generate domain name suggestions for the following business:

Business: landscaping specializing in maintenance

Domain suggestions:
- maintenancegardenoutdoor.com
- specializinglandscaping.com
- gardenlandscape.com
- nashvillespecializing.com
- gr33n.com
- landscapingoutdoor.org",
709,tax preparation accounting firm in community,"['accountingfirmpro.com', 'communityspot.com', 'preparationsanantonio.org', 'preparationcommunityaccounting.com']",accounting_firm,medium,False,4,"['tax', 'preparation', 'accounting', 'firm', 'community']",San Antonio,"Generate domain name suggestions for the following business:

Business: tax preparation accounting firm in community

Domain suggestions:
- accountingfirmpro.com
- communityspot.com
- preparationsanantonio.org
- preparationcommunityaccounting.com",
11,"We are a experienced fitness center in Jacksonville specializing in gym, serving the Jacksonville area for over 18 years","['fitnesscenterplus.com', 'strongjacksonville.net', 'fitnessjacksonville.net', 'jac72.net', 'fitnesscenterservice.net']",fitness_center,complex,False,5,"['experienced', 'fitness', 'center', 'jacksonville', 'specializing', 'gym', 'serving', 'jacksonville']",Jacksonville,"Generate domain name suggestions for the following business:

Business: We are a experienced fitness center in Jacksonville specializing in gym, serving the Jacksonville area for over 18 years

Domain suggestions:
- fitnesscenterplus.com
- strongjacksonville.net
- fitnessjacksonville.net
- jac72.net
- fitnesscenterservice.net",
842,local coffee shop offering espresso bar services,"['locally.co', 'cafemorning.com', 'coffeeshoppro.com', 'caf3.com', 'roast.com', 'sanjoseservices.org', 'bestroast.co']",coffee_shop,medium,False,7,"['local', 'coffee', 'shop', 'offering', 'espresso', 'bar', 'services']",San Jose,"Generate domain name suggestions for the following business:

Business: local coffee shop offering espresso bar services

Domain suggestions:
- locally.co
- cafemorning.com
- coffeeshoppro.com
- caf3.com
- roast.com
- sanjoseservices.org
- bestroast.co",
edge_61,organization,"['organization.com', 'organizationpro.com', 'bestorganization.com']",unknown,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: organization

Domain suggestions:
- organization.com
- organizationpro.com
- bestorganization.com",ambiguous_business
edge_38,The consulting firm*,"['consulting.com', 'consultingpro.com', 'bestconsulting.com']",consulting_firm,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: The consulting firm*

Domain suggestions:
- consulting.com
- consultingpro.com
- bestconsulting.com",unusual_characters
277,local art gallery offering photography services,"['artgalleryart.com', 'art53.com', 'gallgroup.com', 'galleryartgallery.com']",art_gallery,medium,False,4,"['local', 'art', 'gallery', 'offering', 'photography', 'services']",Boston,"Generate domain name suggestions for the following business:

Business: local art gallery offering photography services

Domain suggestions:
- artgalleryart.com
- art53.com
- gallgroup.com
- galleryartgallery.com",
198,gym fitness center in Baltimore,"['fitnessgymmuscle.com', 'gymprime.net', 'fitnesscentermuscle.com', 'traini.com', 'healthtraining.net']",fitness_center,medium,False,5,"['gym', 'fitness', 'center', 'baltimore']",Baltimore,"Generate domain name suggestions for the following business:

Business: gym fitness center in Baltimore

Domain suggestions:
- fitnessgymmuscle.com
- gymprime.net
- fitnesscentermuscle.com
- traini.com
- healthtraining.net",
541,convenient photography studio offering artistic services in the community area of Charlotte,"['charlottestudio.com', 'comm37.com', 'photographystudiospot.com']",photography_studio,complex,False,3,"['convenient', 'photography', 'studio', 'offering', 'artistic', 'services', 'community', 'charlotte']",Charlotte,"Generate domain name suggestions for the following business:

Business: convenient photography studio offering artistic services in the community area of Charlotte

Domain suggestions:
- charlottestudio.com
- comm37.com
- photographystudiospot.com",
31,local auto repair offering collision services,"['autorepairgroup.com', 'autocollisionservices.com', 'servicelocalservices.com', 'servicecollisionrepair.com', 'smartlocal.com', 'phoenixauto.com', 'servi.com']",auto_repair,medium,False,7,"['local', 'auto', 'repair', 'offering', 'collision', 'services']",Phoenix,"Generate domain name suggestions for the following business:

Business: local auto repair offering collision services

Domain suggestions:
- autorepairgroup.com
- autocollisionservices.com
- servicelocalservices.com
- servicecollisionrepair.com
- smartlocal.com
- phoenixauto.com
- servi.com",
149,local healthcare clinic offering wellness services,"['quickservices.net', 'clinichealinglocal.com', 'healingclinicmedical.com', 'columbushealing.com', 'familyhealthcareclinic.net']",healthcare_clinic,medium,False,5,"['local', 'healthcare', 'clinic', 'offering', 'wellness', 'services']",Columbus,"Generate domain name suggestions for the following business:

Business: local healthcare clinic offering wellness services

Domain suggestions:
- quickservices.net
- clinichealinglocal.com
- healingclinicmedical.com
- columbushealing.com
- familyhealthcareclinic.net",
578,"We are a convenient photography studio in New York specializing in commercial, serving the New York area for over 22 years","['photoserving.org', 'newyorkcommercial.com', 'solutionsvisual.com', 'commercialmemoryserving.com', 'newyorkstud.com', 'worksmemo.com', 'newyorkconv.com']",photography_studio,complex,False,7,"['convenient', 'photography', 'studio', 'new', 'york', 'specializing', 'commercial', 'serving', 'new', 'york']",New York,"Generate domain name suggestions for the following business:

Business: We are a convenient photography studio in New York specializing in commercial, serving the New York area for over 22 years

Domain suggestions:
- photoserving.org
- newyorkcommercial.com
- solutionsvisual.com
- commercialmemoryserving.com
- newyorkstud.com
- worksmemo.com
- newyorkconv.com",
390,"professional used books bookstore located in hillside, Seattle, committed to providing excellent used books services","['knowledgecommitted.com', 'eliteseattle.com', 'usedbookstore.com', 'literatureused.com', 'exceio.com', 'provispot.co', 'bookstorecommitted.com']",bookstore,complex,False,7,"['professional', 'used', 'books', 'bookstore', 'hillside', 'seattle', 'committed', 'providing', 'excellent', 'used', 'books', 'services']",Seattle,"Generate domain name suggestions for the following business:

Business: professional used books bookstore located in hillside, Seattle, committed to providing excellent used books services

Domain suggestions:
- knowledgecommitted.com
- eliteseattle.com
- usedbookstore.com
- literatureused.com
- exceio.com
- provispot.co
- bookstorecommitted.com",
846,reliable landscaping offering residential services in the business district area of Boston,"['districtlandscapeboston.com', 'primedist.co', 'landszone.com', 'bostondist.com', 'residentialboston.com', 'landscapingboston.org', 'outdoorreliablegreen.com']",landscaping,complex,False,7,"['reliable', 'landscaping', 'offering', 'residential', 'services', 'business', 'district', 'boston']",Boston,"Generate domain name suggestions for the following business:

Business: reliable landscaping offering residential services in the business district area of Boston

Domain suggestions:
- districtlandscapeboston.com
- primedist.co
- landszone.com
- bostondist.com
- residentialboston.com
- landscapingboston.org
- outdoorreliablegreen.com",
661,restaurant,"['restasolutions.io', 'kitchenflavor.net', 'restaurantprime.com', 'deli45.co', '247chef.co']",restaurant,simple,False,5,['restaurant'],,"Generate domain name suggestions for the following business:

Business: restaurant

Domain suggestions:
- restasolutions.io
- kitchenflavor.net
- restaurantprime.com
- deli45.co
- 247chef.co",
655,dental practice,"['dentaloralteeth.net', 'dentalteethoral.com', 'teethco.com', 'smartteeth.com', 'pra55.com', 'teeth.co']",dental_practice,simple,False,6,"['dental', 'practice']",,"Generate domain name suggestions for the following business:

Business: dental practice

Domain suggestions:
- dentaloralteeth.net
- dentalteethoral.com
- teethco.com
- smartteeth.com
- pra55.com
- teeth.co",
511,"We are a professional restaurant in Boston specializing in cafe, serving the Boston area for over 9 years","['res81.co', 'restaurantrestaurant.net', 'restaurantexpert.net']",restaurant,complex,False,3,"['professional', 'restaurant', 'boston', 'specializing', 'cafe', 'serving', 'boston']",Boston,"Generate domain name suggestions for the following business:

Business: We are a professional restaurant in Boston specializing in cafe, serving the Boston area for over 9 years

Domain suggestions:
- res81.co
- restaurantrestaurant.net
- restaurantexpert.net",
edge_2,"A comprehensive full-service professional landscaping specializing in design, commercial, and design located in the heart of Chicago with over 12 years of combined experience serving the local community with award-winning customer service and innovative solutions for all your landscaping needs and requirements, committed to excellence and customer satisfaction","['comprehensive.com', 'comprehensivepro.com', 'bestcomprehensive.com', 'full.com']",landscaping,edge_case,True,4,,,"Generate domain name suggestions for the following business:

Business: A comprehensive full-service professional landscaping specializing in design, commercial, and design located in the heart of Chicago with over 12 years of combined experience serving the local community with award-winning customer service and innovative solutions for all your landscaping needs and requirements, committed to excellence and customer satisfaction

Domain suggestions:
- comprehensive.com
- comprehensivepro.com
- bestcomprehensive.com
- full.com",excessive_descriptions
155,ethnic cuisine restaurant in Chicago,"['grill.com', 'flavor64.io', 'cuisinerestaurant.com', 'restaurantzone.com', 'cuisinechicago.net', 'ethnickitchen.net']",restaurant,medium,False,6,"['ethnic', 'cuisine', 'restaurant', 'chicago']",Chicago,"Generate domain name suggestions for the following business:

Business: ethnic cuisine restaurant in Chicago

Domain suggestions:
- grill.com
- flavor64.io
- cuisinerestaurant.com
- restaurantzone.com
- cuisinechicago.net
- ethnickitchen.net",
128,"specialized sculpture art gallery located in shopping district, Baltimore, with a focus on customer satisfaction and quality service","['satisfactionbaltimore.org', 'artgalleryexpert.net', 'distio.co', 'sculpturebaltimore.com', 'sculpturefocus.com', 'satlab.co', 'baltihub.com']",art_gallery,complex,False,7,"['specialized', 'sculpture', 'art', 'gallery', 'shopping', 'district', 'baltimore', 'focus', 'customer', 'satisfaction', 'quality', 'service']",Baltimore,"Generate domain name suggestions for the following business:

Business: specialized sculpture art gallery located in shopping district, Baltimore, with a focus on customer satisfaction and quality service

Domain suggestions:
- satisfactionbaltimore.org
- artgalleryexpert.net
- distio.co
- sculpturebaltimore.com
- sculpturefocus.com
- satlab.co
- baltihub.com",
515,local veterinary clinic offering exotic pets services,"['losangelesloca.net', 'veterinaryclinicservice.com', 'offeringlocalvet.org']",veterinary_clinic,medium,False,3,"['local', 'veterinary', 'clinic', 'offering', 'exotic', 'pets', 'services']",Los Angeles,"Generate domain name suggestions for the following business:

Business: local veterinary clinic offering exotic pets services

Domain suggestions:
- losangelesloca.net
- veterinaryclinicservice.com
- offeringlocalvet.org",
427,"premium cafe coffee shop located in downtown, Fort Worth, known for our professional and friendly approach","['premiumpro.net', 'worthdowntownlatte.net', 'downtownmy.com', 'approafy.com', 'espressoapproachlatte.com', 'bean76.co', 'frien.com']",coffee_shop,complex,False,7,"['premium', 'cafe', 'coffee', 'shop', 'downtown', 'fort', 'worth', 'known', 'professional', 'friendly', 'approach']",Fort Worth,"Generate domain name suggestions for the following business:

Business: premium cafe coffee shop located in downtown, Fort Worth, known for our professional and friendly approach

Domain suggestions:
- premiumpro.net
- worthdowntownlatte.net
- downtownmy.com
- approafy.com
- espressoapproachlatte.com
- bean76.co
- frien.com",
615,healthcare clinic specializing in pediatric,"['familyspecializingwellness.com', 'wellneco.com', 'medicalhealing.com']",healthcare_clinic,medium,False,3,"['healthcare', 'clinic', 'specializing', 'pediatric']",Nashville,"Generate domain name suggestions for the following business:

Business: healthcare clinic specializing in pediatric

Domain suggestions:
- familyspecializingwellness.com
- wellneco.com
- medicalhealing.com",
548,legal consulting firm in financial district,"['topfin.com', 'firm85.co', 'topfirm.com']",consulting_firm,medium,False,3,"['legal', 'consulting', 'firm', 'financial', 'district']",Columbus,"Generate domain name suggestions for the following business:

Business: legal consulting firm in financial district

Domain suggestions:
- topfin.com
- firm85.co
- topfirm.com",
414,transmission auto repair in Charlotte,"['toprepa.com', 'tranplus.com', 'tran21.com', 'localcar.co', 'servify.com', 'transmissionautorepair.com', 'servco.net']",auto_repair,medium,False,7,"['transmission', 'auto', 'repair', 'charlotte']",Charlotte,"Generate domain name suggestions for the following business:

Business: transmission auto repair in Charlotte

Domain suggestions:
- toprepa.com
- tranplus.com
- tran21.com
- localcar.co
- servify.com
- transmissionautorepair.com
- servco.net",
126,veterinary clinic,"['bestvet.net', 'vet.com', '247vet.com']",veterinary_clinic,simple,False,3,"['veterinary', 'clinic']",,"Generate domain name suggestions for the following business:

Business: veterinary clinic

Domain suggestions:
- bestvet.net
- vet.com
- 247vet.com",
137,award-winning retail store offering electronics services in the residential area area of New York,"['serv.com', 'retailstoreyork.com', 'retailstoreresidential.com', 'stylefashion.org']",retail_store,complex,False,4,"['award', 'winning', 'retail', 'store', 'offering', 'electronics', 'services', 'residential', 'new', 'york']",New York,"Generate domain name suggestions for the following business:

Business: award-winning retail store offering electronics services in the residential area area of New York

Domain suggestions:
- serv.com
- retailstoreyork.com
- retailstoreresidential.com
- stylefashion.org",
256,tech startup,"['digitaldata.com', 'labplat.net', 'cloud247.com', 'datadigital.com', 'digitalcloudsolution.com', 'topsolution.com']",tech_startup,simple,False,6,"['tech', 'startup']",,"Generate domain name suggestions for the following business:

Business: tech startup

Domain suggestions:
- digitaldata.com
- labplat.net
- cloud247.com
- datadigital.com
- digitalcloudsolution.com
- topsolution.com",
163,local photography studio offering wedding services,"['photoservices.com', 'weddingcreativelocal.com', 'offezone.com', 'memorysolutions.com', 'localweddinglens.com', 'losangelesoffe.com']",photography_studio,medium,False,6,"['local', 'photography', 'studio', 'offering', 'wedding', 'services']",Los Angeles,"Generate domain name suggestions for the following business:

Business: local photography studio offering wedding services

Domain suggestions:
- photoservices.com
- weddingcreativelocal.com
- offezone.com
- memorysolutions.com
- localweddinglens.com
- losangelesoffe.com",
135,"locally-owned pediatric dental practice located in shopping district, Boston, serving the Boston area for over 14 years","['servingboston.com', 'dentalpracticeworks.com', 'grouppedi.com', 'locallyelite.com']",dental_practice,complex,False,4,"['locally', 'owned', 'pediatric', 'dental', 'practice', 'shopping', 'district', 'boston', 'serving', 'boston']",Boston,"Generate domain name suggestions for the following business:

Business: locally-owned pediatric dental practice located in shopping district, Boston, serving the Boston area for over 14 years

Domain suggestions:
- servingboston.com
- dentalpracticeworks.com
- grouppedi.com
- locallyelite.com",
738,dental practice,"['oralsmile.com', 'practicezone.net', 'practco.com']",dental_practice,simple,False,3,"['dental', 'practice']",,"Generate domain name suggestions for the following business:

Business: dental practice

Domain suggestions:
- oralsmile.com
- practicezone.net
- practco.com",
edge_103,restaurant specializing in farm-to-fork concept,"['restaurant.com', 'restaurantpro.com', 'bestrestaurant.com']",restaurant,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: restaurant specializing in farm-to-fork concept

Domain suggestions:
- restaurant.com
- restaurantpro.com
- bestrestaurant.com",industry_jargon
edge_71,El Restaurante,"['restaurante.com', 'restaurantepro.com']",restaurant,edge_case,True,2,,,"Generate domain name suggestions for the following business:

Business: El Restaurante

Domain suggestions:
- restaurante.com
- restaurantepro.com",non_english_elements
edge_41,shop,"['shop.com', 'shoppro.com', 'bestshop.com']",retail_store,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: shop

Domain suggestions:
- shop.com
- shoppro.com
- bestshop.com",minimal_descriptions
389,"We are a trusted tech startup in Denver specializing in mobile app, with a focus on customer satisfaction and quality service","['custo57.com', 'denversati.com', 'mycust.com', 'servicecustomerquality.com', 'mobilezone.co', 'platformtechdigital.com', 'zoneservice.com']",tech_startup,complex,False,7,"['trusted', 'tech', 'startup', 'denver', 'specializing', 'mobile', 'app', 'focus', 'customer', 'satisfaction', 'quality', 'service']",Denver,"Generate domain name suggestions for the following business:

Business: We are a trusted tech startup in Denver specializing in mobile app, with a focus on customer satisfaction and quality service

Domain suggestions:
- custo57.com
- denversati.com
- mycust.com
- servicecustomerquality.com
- mobilezone.co
- platformtechdigital.com
- zoneservice.com",
391,"We are a trusted landscaping in Jacksonville specializing in maintenance, committed to providing excellent maintenance services","['plusgree.net', 'jacksonvillecommittedmaintenance.com', 'gardenbest.com', 'zoneprov.com', 'trustedoutdoorcommitted.com']",landscaping,complex,False,5,"['trusted', 'landscaping', 'jacksonville', 'specializing', 'maintenance', 'committed', 'providing', 'excellent', 'maintenance', 'services']",Jacksonville,"Generate domain name suggestions for the following business:

Business: We are a trusted landscaping in Jacksonville specializing in maintenance, committed to providing excellent maintenance services

Domain suggestions:
- plusgree.net
- jacksonvillecommittedmaintenance.com
- gardenbest.com
- zoneprov.com
- trustedoutdoorcommitted.com",
107,retail store specializing in toys,"['fashiontoys.net', 'retailtoysstyle.com', 'retail33.co', 'outletcharlotte.com']",retail_store,medium,False,4,"['retail', 'store', 'specializing', 'toys']",Charlotte,"Generate domain name suggestions for the following business:

Business: retail store specializing in toys

Domain suggestions:
- fashiontoys.net
- retailtoysstyle.com
- retail33.co
- outletcharlotte.com",
429,"reliable exotic pets veterinary clinic located in residential area, Fort Worth, known for our professional and friendly approach","['spotanim.com', 'veterinarypets.com', 'veterinaryclinicplus.net', 'petsknown.com']",veterinary_clinic,complex,False,4,"['reliable', 'exotic', 'pets', 'veterinary', 'clinic', 'residential', 'fort', 'worth', 'known', 'professional', 'friendly', 'approach']",Fort Worth,"Generate domain name suggestions for the following business:

Business: reliable exotic pets veterinary clinic located in residential area, Fort Worth, known for our professional and friendly approach

Domain suggestions:
- spotanim.com
- veterinarypets.com
- veterinaryclinicplus.net
- petsknown.com",
23,tech startup specializing in edtech,"['mysolu.com', 'techstartuppro.com', 'startu.com']",tech_startup,medium,False,3,"['tech', 'startup', 'specializing', 'edtech']",Phoenix,"Generate domain name suggestions for the following business:

Business: tech startup specializing in edtech

Domain suggestions:
- mysolu.com
- techstartuppro.com
- startu.com",
edge_79,real estate agency (NEW!),"['real.com', 'realpro.com', 'bestreal.com', 'estate.com']",real_estate_agency,edge_case,True,4,,,"Generate domain name suggestions for the following business:

Business: real estate agency (NEW!)

Domain suggestions:
- real.com
- realpro.com
- bestreal.com
- estate.com",unusual_characters
772,accounting firm,"['247books.net', 'tax.com', 'quicktax.net', 'acclab.co', 'taxco.com', 'booksfinancial.com', 'firmbooksaccounting.net']",accounting_firm,simple,False,7,"['accounting', 'firm']",,"Generate domain name suggestions for the following business:

Business: accounting firm

Domain suggestions:
- 247books.net
- tax.com
- quicktax.net
- acclab.co
- taxco.com
- booksfinancial.com
- firmbooksaccounting.net",
645,pediatric healthcare clinic in downtown,"['wellnesshealthpediatric.com', 'clinicmedical.com', 'healthhealthcareclinic.com', 'familyclinic.com', 'doctorwellnessfamily.com', 'medicaldowntownhealing.com']",healthcare_clinic,medium,False,6,"['pediatric', 'healthcare', 'clinic', 'downtown']",Nashville,"Generate domain name suggestions for the following business:

Business: pediatric healthcare clinic in downtown

Domain suggestions:
- wellnesshealthpediatric.com
- clinicmedical.com
- healthhealthcareclinic.com
- familyclinic.com
- doctorwellnessfamily.com
- medicaldowntownhealing.com",
426,"premium strategy consulting firm located in uptown, San Jose, dedicated to meeting all your consulting firm needs","['firm19.com', 'solutionsuptown.net', 'consultingfirmneeds.com']",consulting_firm,complex,False,3,"['premium', 'strategy', 'consulting', 'firm', 'uptown', 'san', 'jose', 'dedicated', 'meeting', 'consulting', 'firm', 'needs']",San Jose,"Generate domain name suggestions for the following business:

Business: premium strategy consulting firm located in uptown, San Jose, dedicated to meeting all your consulting firm needs

Domain suggestions:
- firm19.com
- solutionsuptown.net
- consultingfirmneeds.com",
694,artistic photography studio in Nashville,"['studionashville.net', 'lens30.com', 'photonashville.net', 'topnashville.com']",photography_studio,medium,False,4,"['artistic', 'photography', 'studio', 'nashville']",Nashville,"Generate domain name suggestions for the following business:

Business: artistic photography studio in Nashville

Domain suggestions:
- studionashville.net
- lens30.com
- photonashville.net
- topnashville.com",
156,coffee shop,"['espressobrew.com', 'cafeshop.com', 'cafezone.com', 'beanlocal.com', 'coffeeespressoshop.com', 'hubespresso.com']",coffee_shop,simple,False,6,"['coffee', 'shop']",,"Generate domain name suggestions for the following business:

Business: coffee shop

Domain suggestions:
- espressobrew.com
- cafeshop.com
- cafezone.com
- beanlocal.com
- coffeeespressoshop.com
- hubespresso.com",
349,local dental practice offering cosmetic services,"['dentalpracticeoral.com', 'oralchicago.com', 'oraldental.com', 'smiledentalpractice.com', 'practiceservices.com', 'pract.com']",dental_practice,medium,False,6,"['local', 'dental', 'practice', 'offering', 'cosmetic', 'services']",Chicago,"Generate domain name suggestions for the following business:

Business: local dental practice offering cosmetic services

Domain suggestions:
- dentalpracticeoral.com
- oralchicago.com
- oraldental.com
- smiledentalpractice.com
- practiceservices.com
- pract.com",
746,restaurant,"['restaurantdelicious.net', 'flavorfresh.com', 'cheflab.com']",restaurant,simple,False,3,['restaurant'],,"Generate domain name suggestions for the following business:

Business: restaurant

Domain suggestions:
- restaurantdelicious.net
- flavorfresh.com
- cheflab.com",
edge_70,Cloud-based consulting firm with microservices architecture and API-first approach,"['cloud.com', 'cloudpro.com']",consulting_firm,edge_case,True,2,,,"Generate domain name suggestions for the following business:

Business: Cloud-based consulting firm with microservices architecture and API-first approach

Domain suggestions:
- cloud.com
- cloudpro.com",technical_jargon
627,retail store,"['retailstylestore.com', 'boutiquespot.com', 'retailstorestyle.com', 'storeretailfashion.com', 'topmarket.com', 'style8.com']",retail_store,simple,False,6,"['retail', 'store']",,"Generate domain name suggestions for the following business:

Business: retail store

Domain suggestions:
- retailstylestore.com
- boutiquespot.com
- retailstorestyle.com
- storeretailfashion.com
- topmarket.com
- style8.com",
751,local art gallery offering local artists services,"['gallerycreativeservices.org', 'local.io', 'artsolutions.io', 'gallerywashingtondc.net', 'zoneart.co']",art_gallery,medium,False,5,"['local', 'art', 'gallery', 'offering', 'local', 'artists', 'services']",Washington DC,"Generate domain name suggestions for the following business:

Business: local art gallery offering local artists services

Domain suggestions:
- gallerycreativeservices.org
- local.io
- artsolutions.io
- gallerywashingtondc.net
- zoneart.co",
100,local roaster coffee shop in uptown,"['coffeeshoplab.com', 'coffeeuptown.com', 'coffee53.com']",coffee_shop,medium,False,3,"['local', 'roaster', 'coffee', 'shop', 'uptown']",Denver,"Generate domain name suggestions for the following business:

Business: local roaster coffee shop in uptown

Domain suggestions:
- coffeeshoplab.com
- coffeeuptown.com
- coffee53.com",
edge_67,business,"['business.com', 'businesspro.com', 'bestbusiness.com']",unknown,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: business

Domain suggestions:
- business.com
- businesspro.com
- bestbusiness.com",minimal_descriptions
611,tech startup,"['techsolutions.com', '247digital.co', 'easyinno.com']",tech_startup,simple,False,3,"['tech', 'startup']",,"Generate domain name suggestions for the following business:

Business: tech startup

Domain suggestions:
- techsolutions.com
- 247digital.co
- easyinno.com",
188,local landscaping offering maintenance services,"['maintenancelocalservices.com', 'greenlandscapemaintenance.com', 'outdo.com']",landscaping,medium,False,3,"['local', 'landscaping', 'offering', 'maintenance', 'services']",Dallas,"Generate domain name suggestions for the following business:

Business: local landscaping offering maintenance services

Domain suggestions:
- maintenancelocalservices.com
- greenlandscapemaintenance.com
- outdo.com",
571,"professional local roaster coffee shop located in historic district, Nashville, with a focus on customer satisfaction and quality service","['localmorn.net', 'coffeebean.net', 'historiccafe.com', '247brew.net', 'localhub.com', 'nashvillecustomer.com', 'coffeeshopexpert.com']",coffee_shop,complex,False,7,"['professional', 'local', 'roaster', 'coffee', 'shop', 'historic', 'district', 'nashville', 'focus', 'customer', 'satisfaction', 'quality', 'service']",Nashville,"Generate domain name suggestions for the following business:

Business: professional local roaster coffee shop located in historic district, Nashville, with a focus on customer satisfaction and quality service

Domain suggestions:
- localmorn.net
- coffeebean.net
- historiccafe.com
- 247brew.net
- localhub.com
- nashvillecustomer.com
- coffeeshopexpert.com",
122,tech startup,"['techstartupplus.com', 'aitechinnovation.net', 'aismart.org', 'startupaidigital.com', 'smartdatatech.com']",tech_startup,simple,False,5,"['tech', 'startup']",,"Generate domain name suggestions for the following business:

Business: tech startup

Domain suggestions:
- techstartupplus.com
- aitechinnovation.net
- aismart.org
- startupaidigital.com
- smartdatatech.com",
779,catering,"['toppart.com', 'partycatering.com', 'partycatering.net']",catering,simple,False,3,['catering'],,"Generate domain name suggestions for the following business:

Business: catering

Domain suggestions:
- toppart.com
- partycatering.com
- partycatering.net",
333,local accounting firm offering corporate services,"['offe74.com', 'financialaccountingoffering.com', 'elitefirm.com', 'sanjosefirm.com']",accounting_firm,medium,False,4,"['local', 'accounting', 'firm', 'offering', 'corporate', 'services']",San Jose,"Generate domain name suggestions for the following business:

Business: local accounting firm offering corporate services

Domain suggestions:
- offe74.com
- financialaccountingoffering.com
- elitefirm.com
- sanjosefirm.com",
312,"full-service digital marketing marketing agency located in financial district, Baltimore, known for our professional and friendly approach","['fullbaltimore.com', 'professionalfriendly.com', 'profeio.com']",marketing_agency,complex,False,3,"['full', 'service', 'digital', 'marketing', 'marketing', 'agency', 'financial', 'district', 'baltimore', 'known', 'professional', 'friendly', 'approach']",Baltimore,"Generate domain name suggestions for the following business:

Business: full-service digital marketing marketing agency located in financial district, Baltimore, known for our professional and friendly approach

Domain suggestions:
- fullbaltimore.com
- professionalfriendly.com
- profeio.com",
243,"expert cafe restaurant located in suburban, Boston, serving the Boston area for over 22 years","['restauranthub.com', 'bostonflavor.com', 'bostonbost.com', 'restaurantdining.com']",restaurant,complex,False,4,"['expert', 'cafe', 'restaurant', 'suburban', 'boston', 'serving', 'boston']",Boston,"Generate domain name suggestions for the following business:

Business: expert cafe restaurant located in suburban, Boston, serving the Boston area for over 22 years

Domain suggestions:
- restauranthub.com
- bostonflavor.com
- bostonbost.com
- restaurantdining.com",
442,"family-owned small animal veterinary clinic located in uptown, Washington DC, with a focus on customer satisfaction and quality service","['serviceveterinary.com', 'topowne.com', 'washingtondcfamily.com']",veterinary_clinic,complex,False,3,"['family', 'owned', 'small', 'animal', 'veterinary', 'clinic', 'uptown', 'washington', 'focus', 'customer', 'satisfaction', 'quality', 'service']",Washington DC,"Generate domain name suggestions for the following business:

Business: family-owned small animal veterinary clinic located in uptown, Washington DC, with a focus on customer satisfaction and quality service

Domain suggestions:
- serviceveterinary.com
- topowne.com
- washingtondcfamily.com",
